Sqrts,delta
0.27607797333333334,0.0
0.2903514376996804, 0.0686309312507376
0.30999543587403, 0.10841912199740023
0.3284116841624828, 0.38693645722401016
0.36857142857142855, 1.1111111111111143
0.3983934276586033, 1.6999467518636777
0.4204929256047466, 2.29676961306356
0.4514285714285713, 3.7037037037036953
0.4806526700136923, 4.365755531889732
0.5199999999999999, 7.037037037037038
0.564139662254678, 10.148305920403885
0.5837836604290277, 12.402970062714473
0.5972889091738931, 13.795556738847466
0.6228571428571428, 17.777777777777743
0.6488544043815607, 22.82747603833866
0.6586764034687356, 25.254555673884738
0.6770926517571882, 30.944266950656726
0.6832314011866727, 32.854100106496276
0.6991921497033315, 39.16715970496588
0.7085714285714284, 45.925925925925924
0.72, 50.74074074074073
0.7257142857142855, 55.18518518518516
0.7335691465084435, 58.9551532363034
0.7397078959379277, 61.859691160809376
0.7457142857142856, 67.40740740740742
0.75444089456869, 73.0799609513667
0.7568963943404836, 75.6104898828541
0.7704016430853489, 83.3055259732576
0.7742857142857142, 89.62962962962962
0.7826791419443175, 95.93164517019682
0.787590141487905, 98.47808937798288
0.7912733911455954, 101.21021180925334
0.8, 106.66666666666666
0.8084618895481512, 112.23154064607738
0.8133728890917387, 114.97692580759673
0.8268781378366041, 121.59768074784049
0.8399999999999999, 126.66666666666666
0.8485714285714285, 130.74074074074073
0.8612551346417159, 134.13891847118683
0.8735326335006843, 137.16282096793276
0.8808991328160656, 139.1681457815643
0.9028571428571428, 143.7037037037037
0.934920127795527, 148.5263282451781
0.9435143769968048, 149.99053366465506
0.9852578731172978, 154.02240366031631
0.9992542218165219, 155.27440539581113
1.017179370150616, 156.99325523606672
1.073655864901871, 160.36198871928372
1.0859333637608395, 160.85270973849248
1.1055773619351892, 161.92699088865223
1.1485714285714284, 163.7037037037037
1.174285714285714, 165.55555555555554
1.2087083523505247, 165.79970812132686
1.237142857142857, 167.77777777777777
1.2651848471017797, 167.523863053682
1.279917845732542, 167.92174496114856
1.2909675947056136, 168.13394864513074
1.3228571428571427, 170
1.3646325878594245, 170.45757898473553
1.3830488361478774, 171.10480022088115
1.4076038338658143, 171.74141127282766
1.4223368324965766, 172.21886956178756
1.4370698311273387, 172.59022600875636
1.451802829758101, 172.69632785074742
1.460397078959379, 172.9085315347296
1.4885714285714284, 173.7037037037037
1.5131903240529434, 173.3859898236895
1.5279233226837057, 173.49209166568056
1.542656321314468, 173.43904074468503
1.5561615700593332, 173.54514258667612
1.5857142857142854, 173.7037037037037
1.6114103149246914, 172.8024296927385
1.626143313555454, 172.74937877174298
1.640876312186216, 172.69632785074742
1.6543815609310815, 172.5265649035617
1.6948973071656774, 172.37802232477418
1.7096303057964395, 172.2719204827831
1.7243633044272015, 172.2719204827831
1.737868553172067, 172.3992426931724
1.7685714285714282, 172.96296296296293
1.7931172980374255, 173.0146333767207
1.8078502966681875, 173.30641344219617
1.8225832952989496, 173.70429534966274
1.836088544043815, 174.1499230860253
1.8657142857142852, 175.55555555555554
1.8962482884527607, 176.19768863645328
1.9109812870835232, 176.5425196229243
1.9257142857142853, 176.7281978464087
1.9367640346873567, 176.88735060939533
1.9628571428571426, 177.4074074074074
1.9895572797809216, 177.52396166134184
2.0042902784116836, 177.70963988482623
2.0190232770424457, 177.8422671873151
2.032528525787311, 177.87409773991243
2.050944774075764, 178.1075217922928
2.0656777727065263, 178.16057271328836
2.0804107713372884, 178.2136236342839
2.093916020082154, 178.31972547627498
2.1228571428571423, 178.5185185185185
2.149164764947512, 178.5849800812527
2.1638977635782743, 178.63803100224823
2.1786307622090364, 178.79718376523488
2.192136010953902, 178.79718376523488
2.2199999999999998, 179.62962962962962
2.249840255591054, 178.9563365282215
2.264573254221816, 178.9563365282215
2.279306252852578, 178.9563365282215
2.2928115015974435, 178.9563365282215
2.322857142857142, 179.62962962962962
2.3505157462345956, 179.00938744921706
2.3652487448653576, 179.08896383071036
2.3799817434961197, 179.11548929120812
2.393486992240985, 179.2109809490001
2.4228571428571426, 180
2.4487357371063436, 179.11548929120812
2.4634687357371057, 179.35421843568807
2.4782017343678677, 179.4337948171814
2.49293473299863, 179.38074389618583
