Mpipi,event
0.27929901423877335, 0.013303769401330712
0.31544359255202625, 0
0.35158817086527927, 0.03991130820399036
0.38444687842278213, 0.013303769401330712
0.42059145673603504, 0.013303769401330712
0.4534501642935378, 0.013303769401330712
0.48630887185104055, 0.0798226164079816
0.5191675794085433, 0.13303769401330356
0.5553121577217962, 0.22616407982261588
0.5881708652792991, 0.4257206208425721
0.624315443592552, 0.7716186252771617
0.6571741511500548, 1.4368070953436805
0.6867469879518073, 2.700665188470067
0.7261774370208105, 4.895787139689579
0.7590361445783131, 6.944567627494457
0.7886089813800659, 6.412416851441242
0.828039430449069, 4.92239467849224
0.8608981380065717, 3.6452328159645235
0.8937568455640745, 2.753880266075388
0.9266155531215772, 2.1818181818181817
0.9627601314348302, 1.8492239467849219
0.995618838992333, 1.6496674057649674
1.031763417305586, 1.4634146341463419
1.0646221248630887, 1.3702882483370287
1.0974808324205914, 1.3037694013303769
1.1336254107338444, 1.2638580931263856
1.166484118291347, 1.237250554323725
1.2026286966046003, 1.1973392461197339
1.2354874041621031, 1.1840354767184031
1.2683461117196058, 1.1707317073170724
1.3012048192771084, 1.1441241685144128
1.3373493975903614, 1.130820399113082
1.370208105147864, 1.130820399113082
1.4030668127053672, 1.1175166297117514
1.4359255202628698, 1.0909090909090908
1.475355969331873, 1.1042128603104215
1.5049288061336255, 1.1042128603104215
1.5410733844468785, 1.1441241685144128
1.5739320920043811, 1.2239467849223944
1.6067907995618838, 1.250554323725055
1.642935377875137, 1.3835920177383585
1.67907995618839, 1.5565410199556542
1.7086527929901423, 1.729490022172949
1.7447973713033953, 1.8492239467849219
1.7776560788608982, 1.8625277161862526
1.8138006571741512, 1.9556541019955658
1.846659364731654, 2.0221729490022167
1.879518072289157, 2.1019955654102
1.9156626506024095, 2.062084257206209
1.9452354874041622, 2.1286031042128606
1.9813800657174152, 2.208425720620842
2.0142387732749176, 2.2483370288248343
2.0503833515881706, 2.328159645232816
2.0832420591456735, 2.3547671840354765
2.1161007667031764, 2.4079822616407984
2.1522453450164294, 2.434589800443459
2.1851040525739323, 2.5011086474501107
2.2179627601314347, 2.5277161862527713
2.2541073384446877, 2.47450110864745
2.2869660460021906, 2.4611973392461204
2.319824753559693, 2.434589800443459
2.3559693318729464, 2.421286031042129
2.392113910186199, 2.368070953436807
2.424972617743702, 2.381374722838138
2.457831325301205, 2.314855875831485
2.4906900328587076, 2.221729490022173
2.5268346111719606, 2.1818181818181817
2.559693318729463, 2.0354767184035474
2.592552026286966, 1.889135254988913
2.625410733844469, 1.7960088691796017
2.661555312157722, 1.6496674057649674
2.6944140197152247, 1.5432372505543235
2.7305585980284772, 1.3702882483370287
2.7634173055859805, 1.2239467849223944
2.7962760131434825, 0.9844789356984478
2.832420591456736, 0.7716186252771617
2.865279299014239, 0.5853658536585362
2.8981380065717413, 0.3325942350332598
2.9309967141292446, 0.10643015521064303
2.967141292442497, 0.013303769401330712
