Sqrts,delta
0.27607797333333334,0.0
0.37428571428571433, 1.4814814814814667
0.4057142857142857, 1.8518518518518476
0.4438201734367867, 3.0394825070011677
0.4742857142857142, 4.074074074074076
0.5028571428571428, 5.925925925925924
0.5432679141944317, 8.503727369542077
0.5592286627110907, 9.8830513154262
0.5828571428571427, 12.2222222222222
0.6083386581469648, 15.506448940953732
0.6314285714285712, 19.259259259259238
0.6457142857142857, 21.851851851851848
0.6611319032405292, 25.771802153591295
0.6697261524418072, 28.291720900879568
0.6758649018712914, 30.30765589871021
0.6885714285714284, 35.18518518518519
0.6991921497033315, 39.59156707293022
0.704103149246919, 41.9258075967341
0.7102418986764032, 44.153946278546925
0.7142857142857142, 48.88888888888886
0.7249748973071655, 53.18586557803809
0.7286581469648561, 55.82514889756638
0.7371428571428571, 60.37037037037035
0.74, 65.92592592592592
0.7514285714285713, 70.74074074074073
0.7571428571428569, 75.18518518518519
0.7605796439981742, 78.69009584664536
0.7642628936558646, 81.31611643592473
0.7714285714285714, 87.03703703703702
0.7789958922866269, 92.6955389894687
0.7826791419443175, 95.13588135526368
0.7885714285714285, 99.6296296296296
0.7937288909173892, 103.35877410957282
0.8057142857142856, 109.25925925925924
0.8170561387494293, 115.77268962252987
0.8195116385212229, 118.1599810673293
0.8244226380648103, 120.3881197491421
0.837142857142857, 125.92592592592591
0.8534793853643692, 131.42271131621504
0.8657142857142854, 136.66666666666666
0.8907211319032402, 141.290182621386
0.900543130990415, 143.78357590817654
0.9199999999999999, 147.4074074074074
0.9525997261524417, 150.72263637439355
0.968069374714742, 152.51045241194333
0.9778913738019166, 153.33274168737427
1.002857142857143, 155.92592592592592
1.0343678685531719, 158.10732457697313
1.049100867183934, 159.00919023389736
1.0613783660429026, 159.53969944385278
1.094285714285714, 161.48148148148147
1.1190826106800544, 162.6829665128387
1.1276768598813325, 162.80233108507866
1.144456108321923, 163.73072220250066
1.164509356458238, 164.79174062241154
1.1870181043663468, 165.64055535834024
1.2099361022364215, 166.27716641028672
1.2283523505248741, 166.75462469924662
1.2418575992697396, 167.17903206721098
1.254135098128708, 167.65649035617085
1.2725513464171607, 168.5318305525973
1.299152593944926, 169.35411982802822
1.3216613418530347, 170.0437818009703
1.3400775901414876, 170.60081647142349
1.3560383386581467, 170.89259653689896
1.3707713372889088, 171.31700390486333
1.3842765860337742, 171.73080108862854
1.4039205842081237, 172.47086143651637
1.4174258329529892, 172.8024296927385
1.4309310816978544, 173.06768429771623
1.454285714285714, 173.33333333333331
1.4640803286170694, 172.59022600875636
1.476357827476038, 172.47086143651637
1.4984573254221814, 171.6883603518321
1.5131903240529434, 171.07827476038338
1.5279233226837057, 170.44166370843686
1.542656321314468, 169.59284897250816
1.55738931994523, 168.77055969707726
1.5721223185759923, 167.94827042164633
1.5868553172067545, 167.01987930422433
1.6015883158375168, 166.06496272630457
1.6163213144682789, 165.13657160888258
1.6310543130990411, 164.31428233345164
1.6457873117298032, 163.4389421370252
1.6605203103605657, 162.64317832209204
1.6752533089913277, 161.92699088865223
1.6899863076220898, 161.34343075770124
1.7047193062528523, 160.81292154774582
1.7194523048836143, 160.441565100777
1.7341853035143764, 160.25588687729262
1.7489183021451389, 160.1763104957993
1.763651300775901, 160.30893779828816
1.778384299406663, 160.60071786376363
1.7931172980374255, 161.13122707371906
1.8078502966681875, 161.92699088865223
1.8225832952989496, 162.90843292706978
1.837316293929712, 164.12860410996726
1.8520492925604741, 165.667080818838
1.8667822911912366, 167.09945568571766
1.8815152898219987, 168.3461523291129
1.8962482884527607, 169.35411982802822
1.9109812870835232, 170.20293456395692
1.9257142857142853, 170.94564745789452
1.9404472843450473, 171.58225850984104
1.9551802829758098, 172.21886956178756
1.9699132816065719, 172.69632785074742
1.984646280237334, 173.17378613970732
1.9993792788680964, 173.54514258667612
2.0141122774988585, 173.91649903364493
2.0288452761296205, 174.23480455961817
2.043578274760383, 174.55311008559144
2.058311273391145, 174.81836469056915
2.073044272021907, 175.0570938350491
2.0877772706526696, 175.29582297952902
2.1025102692834317, 175.53455212400897
2.1172432679141937, 175.6937048869956
2.131976266544956, 175.90590857097777
2.1467092651757183, 176.06506133396442
2.1614422638064803, 176.2507395574488
2.176175262437243, 176.3568413994399
2.190908261068005, 176.40989232043543
2.2056412596987673, 176.56904508342205
2.2203742583295294, 176.7281978464087
2.2351072569602914, 176.64862146491538
2.249840255591054, 176.94040153039086
2.264573254221816, 177.04650337238195
2.279306252852578, 176.94040153039086
2.2915837517115465, 177.24544432611523
2.31368324965769, 177.44438527984852
2.3345549977179365, 177.4603005561472
2.3578822455499764, 177.68311442432847
2.3799817434961197, 177.8422671873151
2.402081241442263, 177.8422671873151
2.4241807393884067, 177.96163175955508
2.44628023733455, 178.00141995030174
2.4683797352806933, 178.16057271328836
2.491093108169785, 178.6778191929949
